name,selling_price in Ph,year,seller_type,owner,km_driven,ex_showroom_price
Hero CD Deluxe,15000,2014,Individual,2nd owner,34000,
Honda CBR-250R,100000,2014,Individual,1st owner,19000,199275
Honda Dream Yuga,35000,2014,Individual,1st owner,10000,56147
Honda CB Unicorn 150,40000,2014,Individual,1st owner,77592,74295
Bajaj Pulsar 150,60000,2014,Individual,1st owner,60000,
Honda Dio,35000,2014,Individual,1st owner,25000,
Honda Activa 125,40000,2014,Individual,1st owner,14965,
Honda CBR-250R,85000,2014,Individual,2nd owner,18600,171646
Honda CBF Stunner,37000,2014,Individual,1st owner,43000,58757
Bajaj Avenger [2015],38000,2014,Individual,2nd owner,28243,75502
Harley-Davidson Street 750,330000,2014,Individual,4th owner,6500,534000
Royal Enfield Thunderbird 350,90000,2014,Individual,1st owner,12000,
Yamaha FZ S V 2.0,50000,2014,Individual,1st owner,70000,84042
Royal Enfield Thunderbird 500,125000,2014,Individual,1st owner,25000,190874
Hero Pleasure,40000,2014,Individual,1st owner,14000,51600
Hero Ignitor,35000,2014,Individual,1st owner,33200,67722
Yamaha FZ V 2.0,35000,2014,Individual,1st owner,13500,81508
Yamaha YBR 125,36000,2014,Individual,1st owner,20400,54593
Hero Passion PRO TR,45000,2014,Individual,1st owner,36000,54586
Bajaj Pulsar 180,42000,2014,Individual,2nd owner,19600,85011
Yamaha FZ S [2012-2016],40000,2014,Individual,1st owner,27785,79432
Hero Super Splendor,35000,2014,Individual,2nd owner,37541,
Honda Activa [2000-2015],22000,2014,Individual,1st owner,38000,50267
TVS Apache RTR 160,40000,2014,Individual,2nd owner,50000,
Honda Dio,30000,2014,Individual,1st owner,24000,
Honda Dream Neo,50000,2014,Individual,1st owner,25000,49211
Honda Dio,28000,2014,Individual,1st owner,13000,
Honda Shine,37000,2014,Individual,1st owner,16145,
Hero HF Deluxe,30000,2014,Individual,2nd owner,35000,
Honda Shine,30000,2014,Individual,1st owner,25000,
Suzuki Swish [2012-2015],30000,2014,Individual,1st owner,30000,51685
Yamaha Fazer [2009-2016],45000,2014,Individual,1st owner,57700,84751
TVS Star City Plus,26000,2014,Individual,2nd owner,68000,
Honda Activa [2000-2015],50000,2014,Individual,1st owner,48000,50267
Honda CB Trigger,40000,2014,Individual,1st owner,75000,83437
Hero Glamour FI,30900,2014,Individual,1st owner,25000,71150
Hero Karizma 2014,45000,2014,Individual,1st owner,5555,86744
Yamaha YZF R15 [2011-2018],50000,2014,Individual,1st owner,1200,118997
Hero Xtreme [2013-2014],45000,2014,Individual,1st owner,56420,72492
Bajaj Pulsar 135 LS,45000,2014,Individual,1st owner,14000,64589
Bajaj Discover 100 T,25000,2014,Individual,1st owner,30000,47032
Honda CB Unicorn 150,55000,2014,Individual,1st owner,10000,74295
Hero Passion PRO TR,35000,2014,Individual,1st owner,9556,54586
Honda Shine,30000,2014,Individual,1st owner,40000,
Honda Activa 125,30000,2014,Individual,1st owner,20000,
Honda Aviator,30000,2014,Individual,1st owner,7000,59183
Yamaha SZ-S,50000,2014,Individual,1st owner,20000,72532
Bajaj Discover 125 M,30000,2014,Individual,1st owner,45000,49146
Yamaha FZ S [2012-2016],60000,2014,Individual,1st owner,68000,79432
Hero Xtreme 2014,50000,2014,Individual,1st owner,10000,72973
Honda Dream Neo,42000,2014,Individual,1st owner,21000,53415
Honda CBR150 R,77000,2014,Individual,1st owner,38000,132513
Honda Activa i,30000,2014,Individual,1st owner,25000,53900
Honda CB Twister,70000,2014,Individual,1st owner,12566,49150
Bajaj Discover 100,22000,2014,Individual,1st owner,14289,42859
Royal Enfield Classic 350,100000,2014,Individual,1st owner,19000,
Royal Enfield Electra Twinspark,100000,2014,Individual,1st owner,31500,
Hero CBZ,40000,2014,Individual,1st owner,35000,
Bajaj Pulsar 180,50000,2014,Individual,1st owner,30000,85011
Royal Enfield Continental GT [2013 - 2018],110000,2014,Individual,1st owner,12077,208902
Hero Glamour 125,35000,2014,Individual,1st owner,450000,61600
Bajaj Discover 100,24000,2014,Individual,1st owner,31000,42859
Bajaj Discover 125 M,45000,2014,Individual,1st owner,40000,47186
Hero CD Dawn,35000,2014,Individual,1st owner,38000,
Bajaj Pulsar 150,40000,2014,Individual,2nd owner,65000,
Bajaj Discover 100 M,32000,2014,Individual,1st owner,30000,44756
Bajaj Pulsar 220 DTS-i,60000,2014,Individual,1st owner,16000,
Royal Enfield Classic 500,95000,2014,Individual,1st owner,11500,175000
TVS Apache RTR 160,60000,2014,Individual,1st owner,19000,81000
Bajaj Pulsar NS 200,50000,2014,Individual,1st owner,13000,99000
Bajaj Pulsar NS 200,45000,2014,Individual,1st owner,14500,99000
Yamaha FZ S ,40000,2014,Individual,1st owner,5500,83000
Hero Honda Passion Pro,30000,2014,Individual,1st owner,60000,51000
Bajaj Discover 125,20000,2014,Individual,2nd owner,25000,57000
Yamaha Fazer FI V 2.0 [2016-2018],65000,2015,Individual,1st owner,23000,89643
Yamaha FZ16,35000,2015,Individual,1st owner,32000,78712
Royal Enfield Thunderbird 350,90000,2015,Individual,3rd owner,13000,
Honda CB Trigger,30000,2015,Individual,1st owner,40000,73413
Hero Splendor PRO,35000,2015,Individual,2nd owner,24000,49900
Hero Splendor PRO,35000,2015,Individual,2nd owner,24000,51994
Honda Activa 3G,30000,2015,Individual,1st owner,39000,54605
Bajaj Pulsar AS200,65000,2015,Individual,1st owner,15856,92074
Hero Splendor PRO,28000,2015,Individual,1st owner,38000,49642
Honda Activa i [2016-2017],30000,2015,Individual,2nd owner,20000,51112
Bajaj Pulsar 220S,55000,2015,Individual,1st owner,45000,
Bajaj Pulsar 150,42000,2015,Individual,1st owner,22770,
Hero Splendor Plus,30000,2015,Individual,1st owner,30000,
Yamaha FZ S V 2.0,50000,2015,Individual,1st owner,20000,84042
Honda Activa 3G,60000,2015,Individual,1st owner,30000,54605
Honda Activa 3G,40000,2015,Individual,1st owner,3000,54605
KTM 390 Duke ABS [2013-2016],130000,2015,Individual,1st owner,50000,202127
Royal Enfield Thunderbird 350,100000,2015,Individual,1st owner,14500,
Suzuki Access 125,40000,2015,Individual,1st owner,2300,
Yamaha SZ RR V 2.0,35000,2015,Individual,1st owner,38000,69983
Honda CB Unicorn 160,75000,2015,Individual,1st owner,100000,79233
Bajaj Pulsar AS200,60000,2015,Individual,1st owner,50000,92074
Hero Honda Hunk,56000,2015,Individual,1st owner,48000,
Hero Honda Hunk,58000,2015,Individual,1st owner,48000,
Yamaha Ray Z,35000,2015,Individual,1st owner,15500,52949
Royal Enfield Bullet 500,130000,2015,Individual,1st owner,34601,168482
Bajaj Pulsar AS200,45000,2015,Individual,1st owner,48000,92074
Yamaha FZ S V 2.0,60000,2015,Individual,2nd owner,17500,84042
TVS Scooty Zest 110,28000,2015,Individual,1st owner,32800,52372
Bajaj CT 110,20000,2015,Individual,1st owner,25000,
Honda Activa 3G,42000,2015,Individual,1st owner,20000,54605
Hero Maestro,25000,2015,Individual,2nd owner,40000,49412
Royal Enfield Classic Desert Storm,130000,2015,Individual,2nd owner,25000,181445
Royal Enfield Thunderbird 350,100000,2015,Individual,1st owner,30000,
Royal Enfield Classic 350,95000,2015,Individual,1st owner,9800,
Honda CB Shine SP,48000,2015,Individual,1st owner,25000,67469
Suzuki Gixxer [2014-2018],55000,2015,Individual,1st owner,25000,78316
KTM RC 200,120000,2015,Individual,1st owner,20000,
Bajaj Pulsar AS150,50000,2015,Individual,1st owner,5000,80821
Vespa LX 125,50000,2015,Individual,1st owner,3909,77900
Honda Activa 3G,40000,2015,Individual,1st owner,7672,54605
KTM 390 Duke ABS [2013-2016],180000,2015,Individual,2nd owner,13125,202127
Hero Splendor iSmart,40000,2015,Individual,1st owner,19055,52271
Royal Enfield Classic Chrome,135000,2015,Individual,1st owner,45000,189313
Royal Enfield Bullet 350,110000,2015,Individual,1st owner,36000,
Yamaha Saluto,38000,2015,Individual,1st owner,15000,63180
Bajaj Discover 150S,35000,2015,Individual,1st owner,28000,63331
Honda Activa 3G,45000,2015,Individual,1st owner,18000,54605
Royal Enfield Classic Desert Storm,150000,2015,Individual,1st owner,23000,181445
Honda CB Trigger,45000,2015,Individual,1st owner,36000,83437
Honda Activa 3G,32000,2015,Individual,1st owner,4500,54605
Bajaj Avenger [2015],65000,2015,Individual,1st owner,26000,75502
Honda CB Trigger,40000,2015,Individual,1st owner,75000,76572
Yamaha FZ S V 2.0,40000,2015,Individual,1st owner,25000,84042
Bajaj Pulsar 150,25000,2015,Individual,2nd owner,50000,
Bajaj Pulsar 180,60000,2015,Individual,1st owner,28563,85011
Honda Shine,40000,2015,Individual,1st owner,21121,
Bajaj Pulsar 150,55000,2015,Individual,2nd owner,40000,
Honda CB Twister,25000,2015,Individual,1st owner,35000,57241
Hero Maestro Edge,46000,2015,Individual,1st owner,14000,55980
Hero Splendor Plus,25000,2015,Individual,1st owner,45000,
Hero Glamour 125,40000,2015,Individual,1st owner,71250,61600
Honda Livo,25000,2015,Individual,1st owner,30000,
Honda Activa 3G,30000,2015,Individual,1st owner,18000,54605
Bajaj Pulsar RS 200,80000,2015,Individual,1st owner,32000,
Yamaha Alpha,25000,2015,Individual,2nd owner,14000,54253
Bajaj V15,45000,2015,Individual,1st owner,2700,65626
Bajaj Discover 100,28000,2015,Individual,2nd owner,52000,42859
Honda Dream Yuga,35000,2015,Individual,1st owner,39448,56147
Honda Activa [2000-2015],25000,2015,Individual,1st owner,25000,50267
Suzuki Gixxer [2014-2018],45000,2015,Individual,1st owner,40000,78316
Hero Karizma 2014,25000,2015,Individual,1st owner,40000,86744
Honda CB Unicorn 160,45000,2015,Individual,1st owner,15000,77545
Mahindra Gusto,30000,2015,Individual,2nd owner,20000,51185
Yamaha FZ S [2012-2016],45000,2015,Individual,1st owner,24000,79432
Bajaj Discover 150,35000,2015,Individual,1st owner,12000,54299
Bajaj Discover 150F,30000,2015,Individual,1st owner,12000,64071
Hero Karizma ZMR,75000,2015,Individual,1st owner,11000,108000
Royal Enfield Thunderbird 350,120000,2015,Individual,1st owner,10000,
Royal Enfield Classic Chrome,185000,2015,Individual,2nd owner,5000,189313
Honda Dream Yuga,30000,2015,Individual,2nd owner,46070,56147
Hero Splendor iSmart,40000,2015,Individual,1st owner,10000,52271
Bajaj Avenger [2015],60000,2015,Individual,2nd owner,16000,75502
Bajaj Pulsar AS200,65000,2015,Individual,1st owner,33000,92074
Honda Activa 3G,40000,2015,Individual,1st owner,36000,54605
Hero Splendor PRO,35000,2015,Individual,1st owner,35280,51994
Bajaj Pulsar 135 LS,50000,2015,Individual,1st owner,48000,64589
Royal Enfield Thunder 350,125000,2015,Individual,1st owner,15000,150000
Royal Enfield Classic 350,110000,2015,Individual,1st owner,33000,147000
Royal Enfield Thunder 500,105000,2015,Individual,1st owner,5400,190000
Royal Enfield Classic 350,100000,2015,Individual,1st owner,46500,147000
Hero Extreme,65000,2015,Individual,1st owner,16000,78700
Honda CBR 150,60000,2015,Individual,1st owner,32000,120000
Bajaj Pulsar NS 200,50000,2015,Individual,1st owner,45000,99000
Honda CB Trigger,42000,2015,Individual,1st owner,12000,73000
Honda CB Shine,30000,2015,Individual,1st owner,30000,58000
Bajaj Discover 100,27000,2015,Individual,1st owner,21000,47000
Honda CB twister,25000,2015,Individual,1st owner,32000,51000
Hero Glamour,25000,2015,Individual,1st owner,18000,57000
Hero  Ignitor Disc,20000,2015,Individual,2nd owner,24000,65000
Bajaj Discover 125,50000,2016,Individual,1st owner,42000,60122
Honda Navi,28000,2016,Individual,2nd owner,10000,47255
Honda Navi [2016-2017],26000,2016,Individual,1st owner,17450,44389
Royal Enfield Thunderbird 350,110000,2016,Individual,1st owner,20000,
Hero Xtreme Sports,43000,2016,Individual,2nd owner,50000,78350
Honda CBR-250R,120000,2016,Individual,1st owner,16000,202310
Hero Achiever 150,29900,2016,Individual,1st owner,55000,69750
Yamaha FZ16,48000,2016,Individual,1st owner,20000,78712
Honda CB Hornet 160R,65000,2016,Individual,1st owner,30000,88161
Honda Activa 125 [2016-2017],42000,2016,Individual,1st owner,30514,61653
Bajaj V15,42000,2016,Individual,1st owner,35000,65626
Bajaj Avenger Street 150 [2018],50000,2016,Individual,1st owner,40000,80435
Honda CB Hornet 160R,54786,2016,Individual,1st owner,25000,88161
Suzuki Gixxer [2014-2018],60000,2016,Individual,1st owner,16000,84246
Royal Enfield Bullet 350,123000,2016,Individual,1st owner,7000,
Hero HF Deluxe,30000,2016,Individual,1st owner,50000,
Honda CB Hornet 160R,48000,2016,Individual,2nd owner,25000,88161
Honda Navi [2016-2017],23000,2016,Individual,1st owner,17450,44389
Honda Activa 3G,47999,2016,Individual,1st owner,6000,54605
Suzuki Gixxer SF,60000,2016,Individual,1st owner,15000,
Hero Passion X Pro [2016-2017],38000,2016,Individual,2nd owner,20000,59095
Hero Xtreme Sports,58000,2016,Individual,1st owner,21000,80350
Bajaj Avenger Street 150 [2018],50000,2016,Individual,1st owner,32000,80435
Bajaj Discover 125,25000,2016,Individual,1st owner,70350,60122
Hero Super Splendor,50000,2016,Individual,1st owner,20000,
Yamaha FZ S V 2.0,50000,2016,Individual,1st owner,40000,87042
Bajaj V15,40000,2016,Individual,1st owner,45000,67187
Bajaj Avenger Street 220,80000,2016,Individual,1st owner,7200,95955
Honda CB Shine SP,50000,2016,Individual,1st owner,46000,67214
TVS Apache RTR 160,50000,2016,Individual,1st owner,40000,
Bajaj Avenger Street 150 [2018],40000,2016,Individual,1st owner,29689,80435
Bajaj Pulsar 220F,70000,2016,Individual,1st owner,31000,
Yamaha Fascino 110,45000,2016,Individual,1st owner,56000,54500
Bajaj Avenger Street 220,60000,2016,Individual,1st owner,29000,95955
Honda CB Unicorn 150,50000,2016,Individual,1st owner,27000,74295
Royal Enfield Classic 350,140000,2016,Individual,1st owner,3654,
Hero Maestro,26500,2016,Individual,2nd owner,40000,53830
Hero Glamour 125,38000,2016,Dealer,1st owner,5500,61600
Yamaha FZ16,60000,2016,Individual,1st owner,29950,78712
Bajaj Avenger Street 150 [2018],60000,2016,Individual,2nd owner,23097,80435
Yamaha YZF R15 S,70000,2016,Individual,1st owner,8000,117926
Hero Achiever 150,65000,2016,Individual,1st owner,29000,69750
Bajaj Avenger Street 150 [2018],60000,2016,Individual,1st owner,45137,80435
Bajaj V15,42000,2016,Individual,1st owner,19500,67187
Royal Enfield Thunderbird 350,120000,2016,Individual,1st owner,24600,
Yamaha FZ16,45000,2016,Individual,1st owner,37000,78712
Hero Duet,35000,2016,Individual,2nd owner,49637,54080
Honda Activa 3G,50000,2016,Individual,1st owner,5326,54605
Hero Ignitor,30000,2016,Individual,1st owner,18000,67722
Bajaj Avenger Street 150 [2018],75000,2016,Individual,1st owner,35000,80435
Yamaha YZF R15 S,85000,2016,Individual,1st owner,26000,117926
Hero Splendor PRO,40000,2016,Individual,1st owner,16000,51994
Bajaj Pulsar 220F,75000,2016,Individual,1st owner,10500,
Hero Glamour 125,40000,2016,Individual,1st owner,15000,61600
Honda Activa 3G,35000,2016,Individual,1st owner,51000,54605
Honda CB Unicorn 160,75000,2016,Individual,1st owner,40000,77545
Bajaj Avenger Cruise 220,70000,2016,Individual,1st owner,10000,
Hero Duet,27000,2016,Individual,1st owner,28000,50280
Bajaj Discover 125,45000,2016,Individual,1st owner,20000,60122
Hero Passion PRO i3s,35000,2016,Individual,1st owner,18000,54475
Hero CD Deluxe,35000,2016,Individual,1st owner,38000,
Yamaha FZ16,40000,2016,Individual,1st owner,93000,78712
Bajaj Avenger Street 150 [2018],60000,2016,Individual,2nd owner,27000,80435
Bajaj Avenger Street 220,60000,2016,Individual,1st owner,17000,95955
Honda CB Unicorn 150,45000,2016,Individual,2nd owner,50000,74295
Hero Duet,37000,2016,Individual,1st owner,6000,50280
Bajaj V15,40000,2016,Individual,1st owner,34000,67187
Honda Livo,35000,2016,Individual,1st owner,70000,
Mahindra Gusto,25000,2016,Individual,1st owner,13500,51185
Honda CB Hornet 160R,80000,2016,Individual,1st owner,100000,92661
Bajaj CT 100,30000,2016,Individual,1st owner,38500,
Bajaj Pulsar 180,85000,2016,Individual,1st owner,35000,85011
TVS Star City Plus,50000,2016,Individual,2nd owner,14000,
Bajaj V15,45000,2016,Individual,1st owner,36000,67187
KTM 200 Duke,130000,2016,Individual,1st owner,12000,
Hero Hunk,35000,2016,Individual,1st owner,32000,78513
Honda Dio,50000,2016,Individual,1st owner,8000,
Royal Enfield Thunderbird 350,135000,2016,Individual,1st owner,4500,
Yamaha FZ S [2012-2016],45000,2016,Individual,2nd owner,20000,79432
Royal Enfield Electra Twinspark,120000,2016,Individual,1st owner,345000,
Yamaha Fascino 110,38000,2016,Individual,1st owner,37000,54500
Bajaj Pulsar 150,40000,2016,Individual,1st owner,28000,
Bajaj Avenger Cruise 220,75000,2016,Individual,1st owner,10950,
Honda Activa i [2016-2017],35000,2016,Individual,1st owner,29000,53436
Yamaha FZ V 2.0,60000,2016,Individual,1st owner,45420,81508
Honda CB Hornet 160R,75000,2016,Individual,1st owner,72000,92661
Honda Shine,37000,2016,Individual,1st owner,45000,
Royal Enfield Himalayan,119000,2016,Individual,1st owner,19800,
Kawasaki Ninja 300,300000,2016,Individual,1st owner,9800,360000
Bajaj Avenger Street 150 [2018],60000,2016,Individual,1st owner,25000,80435
Hero Passion X Pro [2016-2017],42000,2016,Individual,1st owner,15500,59095
TVS Star City,25000,2016,Individual,1st owner,50000,47108
Hero Maestro,50000,2016,Individual,1st owner,100000,49412
Honda CB Shine SP,50000,2016,Individual,1st owner,45000,64750
Honda Activa 3G,40000,2016,Individual,1st owner,60000,54605
Hero Ignitor,36000,2016,Individual,1st owner,23000,65599
Honda Activa 3G,50000,2016,Individual,1st owner,6000,54605
Hyosung GT250R,135000,2016,Individual,2nd owner,16500,345000
KTM 390 Duke ,115000,2016,Individual,1st owner,7000,240000
Honda CBR 150,65000,2016,Individual,1st owner,23500,120000
Bajaj Pulsar  NS 200,60000,2016,Individual,1st owner,25000,99000
Hero Extreme,55000,2016,Individual,1st owner,15000,78700
Yamaha Fazer ,50000,2016,Individual,1st owner,8000,88000
TVS Apache RTR 180,45000,2016,Individual,1st owner,23000,82600
TVS Apache RTR 160,42000,2016,Individual,1st owner,42000,81000
Bajaj Pulsar 135 LS,40000,2016,Individual,1st owner,13700,64000
TVS Jupyter,35000,2016,Individual,1st owner,19000,52000
Honda Dio,45000,2017,Individual,1st owner,5650,
Honda Navi [2016-2017],42000,2017,Individual,1st owner,24000,44389
Hero Glamour 125,55000,2017,Individual,1st owner,2500,61600
Bajaj Dominar 400,125000,2017,Individual,1st owner,12800,
KTM 390 Duke,175000,2017,Individual,1st owner,4600,
Mahindra Mojo XT300,165000,2017,Individual,1st owner,1933,195500
TVS Scooty Zest 110,30000,2017,Individual,1st owner,9432,53751
Royal Enfield Classic Desert Storm,150000,2017,Individual,1st owner,16500,181445
Yamaha FZ25,120000,2017,Individual,1st owner,9000,132680
Honda CB Hornet 160R,55000,2017,Individual,1st owner,14000,87543
Honda Shine,50000,2017,Individual,1st owner,23000,
Royal Enfield Classic 350,125000,2017,Individual,1st owner,18000,
Hero Glamour 125,45000,2017,Individual,1st owner,18000,61600
Bajaj Dominar 400,138000,2017,Individual,1st owner,15000,
KTM RC 390,180000,2017,Individual,1st owner,3775,
KTM 390 Duke,170000,2017,Individual,1st owner,14000,
Suzuki Access 125,60000,2017,Individual,1st owner,4000,
TVS Apache RTR 200 4V,100000,2017,Individual,1st owner,45000,
Yamaha Saluto RX,40000,2017,Individual,1st owner,27000,49521
KTM RC 200,130000,2017,Individual,1st owner,27000,
Bajaj CT 100,32000,2017,Individual,1st owner,40000,
Royal Enfield Classic 350,125000,2017,Individual,1st owner,36000,
